,site_name,site_city,site_county,site_zip,site_setting,number_sessions,num_volunteers,total_volunteer_hours,participants_total,participants_gender_male,participants_gender_female,participants_gender_non_binary,participants_gender_prefer_not_to_respond,participants_age_youth,participants_age_lt5,participants_age_5to7,participants_age_8to10,participants_age_11to13,participants_age_14to17,participants_age_18to29,participants_age_30to59,participants_age_60to75,participants_age_76plus,participants_age_adult,participants_ethnicity_hispanic,participants_ethnicity_non_hispanic,participants_ethnicity_prefer_not_to_respond,participants_ethnicity_unknown,participants_amerind_onerace_total,participants_amerind_multirace_total,participants_asian_onerace_total,participants_asian_multirace_total,participants_black_onerace_total,participants_black_multirace_total,participants_hawpac_onerace_total,participants_hawpac_multirace_total,,participants_white_multirace_total,participants_race_amerind,participants_race_asian,participants_race_black,participants_race_hawpac,participants_race_white,participants_race_two_or_more,participants_race_prefer_not_to_respond,participants_race_unknown
427,Healthy Generations King George,King George,King George,22485,,6,NA,NA,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,2,5,NA,1,NA,4,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,1,0,NA,1
428,Fredericksburg Regional Food Bank,Fredericksburg,Fredericksburg,22408,"Food assistance sites, food banks, and food pantries",1,NA,NA,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,NA,6,NA,6,NA,NA,0,0,0,0,0,0,0,0,0,0,3,1,2,NA,NA,0,NA,NA
429,JCA School,Pembroke,Giles,24150,"Schools (K-12, elementary, middle, and high)",6,6,6,7,3,4,NA,NA,7,NA,7,NA,NA,NA,0,0,NA,NA,NA,NA,7,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,5,0,NA,NA
430,Gloucester VCE Office,Gloucester,Gloucester,23061,Extension offices,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,NA,NA
431,Gloucester VCE Office,Gloucester,Gloucester,23061,Extension offices,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,0,NA,NA
432,Gloucester VCE Office,Gloucester,Gloucester,23061,Extension offices,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,NA,NA
433,Gloucester VCE Office,Gloucester,Gloucester,23061,Extension offices,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,NA,NA
434,Gloucester VCE Office,Gloucester,Gloucester,23061,Extension offices,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,0,NA,NA
435,Gloucester VCE Office,Gloucester,Gloucester,23061,Extension offices,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,NA,NA
436,Gloucester VCE Office,Gloucester,Gloucester,23061,Extension offices,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,NA,NA
437,Dominion Care,Lynchburg,Lynchburg,24501,Community organizations,1,NA,NA,11,7,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,11,NA,11,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,5,NA,6,0,NA,NA
438,VWCC,Roanoke,Roanoke,24015,Schools (colleges and universities),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,Buchanan Co VCE,Grundy,Buchanan,24614,Extension offices,4,0,0,6,1,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,3,6,NA,6,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,0,NA,NA
440,The Improvement Association-Headstart,Emporia,Emporia,23847,Family resource centers,1,1,NA,14,6,8,NA,NA,14,14,NA,NA,NA,NA,0,0,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
441,The Improvement Association-Headstart,Emporia,Emporia,23847,Family resource centers,1,1,NA,13,8,5,NA,NA,13,13,NA,NA,NA,NA,0,0,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,3,NA,NA,NA,9,NA,3,NA,NA,1
442,Ridgeview Elementary School,Clintwood,Dickenson,24228,,1,8,NA,55,33,22,NA,NA,55,55,NA,NA,NA,NA,0,0,NA,NA,NA,NA,55,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,1,3,NA,50,0,1,NA
443,The Improvement Association-Headstart,Emporia,Emporia,23847,Family resource centers,1,1,NA,13,4,9,NA,NA,13,13,NA,NA,NA,NA,0,0,NA,NA,NA,0,13,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA
444,Adult Career and Education Center- Appomattox,Appomattox,Appomattox,24522,"Adult education, job training, temporary assistance for needy families (TANF), and veteran services sites",6,1,8,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,NA,7,1,6,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,4,NA,3,0,NA,NA
445,Fredericksburg Regional Food Bank,Fredericksburg,Fredericksburg,22408,"Food assistance sites, food banks, and food pantries",1,NA,NA,12,3,8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,NA,12,NA,11,NA,1,0,0,0,0,0,0,0,0,0,0,NA,1,4,NA,7,0,NA,NA
446,Alexandria Extension Office,Alexandria,Alexandria,22314,Extension offices,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,1
447,Rhea Valley,Meadowview,Washington,24361,"Schools (K-12, elementary, middle, and high)",8,3,20,2,NA,2,NA,NA,2,NA,2,NA,NA,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA
448,VCE Buchanan Co,Grundy,Buchanan,24614,Extension offices,1,0,0,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,2,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,0,NA,NA
449,VCE Buchanan Co,Grundy,Buchanan,24614,Extension offices,1,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,2,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,0,NA,NA
450,VCE Buchanan Co,Grundy,Buchanan,24614,Extension offices,1,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,2,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,0,NA,NA
451,VCE Buchanan Co,Grundy,Buchanan,24614,Extension offices,1,0,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,NA,NA
452,Chilhowie Seniors,Chilhowie,Smyth,24319,Congregate meal sites & other senior nutrition centers,3,0,0,7,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,4,7,NA,7,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,7,0,NA,NA
453,Mended Women,Abingdon,Washington,24210,Residential treatment centers,1,0,0,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,NA,8,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,8,0,NA,NA
454,Bristol Lifestyle and Recovery,Bristol,Bristol,24201,Residential treatment centers,1,0,0,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,7,NA,NA,0,0,0,0,0,0,0,0,0,0,2,NA,1,NA,4,0,NA,NA
455,Bristol Lifestyle and Recovery,Bristol,Bristol,24201,Residential treatment centers,1,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,10,NA,10,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,1,4,NA,5,0,NA,NA
456,The Children's Center,Suffolk,Suffolk,23434,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,NA,5,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,5,NA,NA,0,NA,NA
457,Ashby Lee Elementary School,Mount Jackson,Shenandoah,22847,"Schools (K-12, elementary, middle, and high)",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,Orange County High School,Orange,Orange,22960,"Schools (K-12, elementary, middle, and high)",6,1,7.25,74,37,37,NA,NA,74,NA,NA,NA,NA,74,0,0,NA,NA,NA,11,63,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,50,NA,NA,NA,12,NA,50,NA,NA,12
459,Luray Middle School,Luray,Page,22835,"Schools (K-12, elementary, middle, and high)",6,1,6,52,28,24,NA,NA,52,NA,NA,NA,52,NA,0,0,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,51,NA,NA,NA,1,NA,51,NA,NA,NA
460,Trailblazer Elementary,Charlottesville,Charlottesville,22902,"Schools (K-12, elementary, middle, and high)",2,1,4,49,30,19,NA,NA,49,NA,49,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,49,0,0,0,0,0,0,0,0,0,0,NA,6,18,NA,14,0,NA,11
461,Trailblazer Elementary,Charlottesville,Charlottesville,22902,"Schools (K-12, elementary, middle, and high)",2,1,1,50,31,19,NA,NA,50,NA,50,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,50,0,0,0,0,0,0,0,0,0,0,NA,7,13,NA,24,0,NA,6
462,Trailblazer Elementary,Charlottesville,Charlottesville,22902,"Schools (K-12, elementary, middle, and high)",2,1,1,66,27,39,NA,NA,66,NA,66,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,66,0,0,0,0,0,0,0,0,0,0,NA,3,16,NA,34,0,NA,13
463,Washington Coleman Elementary School,South Boston,Halifax,24592,,1,NA,NA,6,1,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,6,0,6,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,5,NA,1,0,NA,NA
464,Gloucester VCE Office,Gloucester,Gloucester,23061,Extension offices,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,NA,NA
465,Gloucester VCE Office,Gloucester,Gloucester,23061,Extension offices,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,NA,NA
466,Gloucester VCE Office,Gloucester,Gloucester,23061,Extension offices,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,NA,NA
467,Chase City Elementary School,Chase City,Mecklenburg,23924,"Schools (K-12, elementary, middle, and high)",6,6,6,21,8,13,NA,NA,21,NA,21,NA,NA,NA,0,0,NA,NA,NA,NA,21,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,14,NA,11,0,NA,NA
468,Chase City Elementary School,Chase City,Mecklenburg,23924,"Schools (K-12, elementary, middle, and high)",6,6,6,23,9,14,NA,NA,23,NA,23,NA,NA,NA,0,0,NA,NA,NA,NA,23,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,15,NA,9,0,NA,NA
469,Chase City Elementary School,Chase City,Mecklenburg,23924,"Schools (K-12, elementary, middle, and high)",6,6,6,19,10,9,NA,NA,19,NA,19,NA,NA,NA,0,0,NA,NA,NA,3,16,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,13,NA,6,0,NA,NA
470,New Day Recovery,Saltville,Smyth,24370,"Other places people go to ""learn""",1,0,0,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,5,NA,5,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,0,NA,NA
471,Green Run High School,Virginia Beach,Virginia Beach,23453,"Schools (K-12, elementary, middle, and high)",6,1,9,100,55,45,NA,NA,100,NA,NA,NA,NA,100,0,0,NA,NA,NA,14,86,NA,NA,NA,NA,2,NA,54,NA,NA,NA,27,NA,NA,2,54,NA,27,0,NA,17
472,Orange County High School,Orange,Orange,22960,"Schools (K-12, elementary, middle, and high)",1,1,NA,26,14,12,NA,NA,26,NA,NA,NA,NA,26,0,0,NA,NA,NA,4,22,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,4,NA,18,0,NA,4
473,Orange County High School,Orange,Orange,22960,"Schools (K-12, elementary, middle, and high)",1,1,NA,24,10,14,NA,NA,24,NA,NA,NA,NA,24,0,0,NA,NA,NA,6,18,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,5,NA,13,0,NA,6
474,Seton Manor,Hampton,Hampton,23666,,6,NA,NA,10,1,9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,5,10,1,9,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,4,NA,6,0,NA,NA
475,VCE Buchanan Co,Grundy,Buchanan,24614,Extension offices,1,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,2,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,0,NA,NA
476,The Improvement Association-Headstart,Emporia,Emporia,23847,Family resource centers,1,1,NA,12,7,5,NA,NA,12,12,NA,NA,NA,NA,0,0,NA,NA,NA,5,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA,5,NA,2,NA,NA,5
477,The Improvement Association-Headstart,Emporia,Emporia,23847,Family resource centers,1,1,NA,12,10,2,NA,NA,12,12,NA,NA,NA,NA,0,0,NA,NA,NA,1,11,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,6,NA,5,NA,NA,1
478,The Improvement Association-Headstart,Emporia,Emporia,23847,Family resource centers,1,1,NA,13,7,6,NA,NA,13,13,NA,NA,NA,NA,0,0,NA,NA,NA,0,13,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,4,NA,NA,NA,8,NA,4,NA,NA,1
479,The Improvement Association-Headstart,Emporia,Emporia,23847,Family resource centers,1,1,NA,12,7,5,NA,NA,12,12,NA,NA,NA,NA,0,0,NA,NA,NA,1,11,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,2,NA,NA,NA,9,NA,2,NA,NA,1
480,The Improvement Association-Headstart,Emporia,Emporia,23847,Family resource centers,1,1,NA,13,3,10,NA,NA,13,13,NA,NA,NA,NA,0,0,NA,NA,NA,0,13,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA
481,The Improvement Association-Headstart,Emporia,Emporia,23847,Family resource centers,1,1,NA,11,6,5,NA,NA,11,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,11,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
482,The Improvement Association-Headstart,Emporia,Emporia,23847,Family resource centers,1,1,NA,13,7,6,NA,NA,13,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,1
483,The Improvement Association-Headstart,Emporia,Emporia,23847,Family resource centers,1,1,NA,15,9,6,NA,NA,15,15,NA,NA,NA,NA,0,0,NA,NA,NA,0,15,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA
484,,,,,,1,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,NA,NA
485,,,,,,1,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,NA,NA
486,Carroll County Cooperative Extension,Hillsville,Carroll,24343,,1,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,NA,NA
487,Carroll County Cooperative Extension,Hillsville,Carroll,24343,,1,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,NA,NA
488,Boys & Girls Club Manassas,Manassas,Manassas,20109-8202,Before and after-school programs,3,NA,NA,12,5,7,NA,NA,12,NA,NA,12,NA,NA,0,0,NA,NA,NA,2,10,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,2,7,NA,3,0,NA,NA
489,Crestwood Middle School,Chesapeake,Chesapeake,23320,"Schools (K-12, elementary, middle, and high)",6,1,9,10,3,7,NA,NA,10,NA,NA,NA,10,NA,0,0,NA,NA,NA,1,9,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,5,NA,4,0,1,NA
490,Maury High School,Norfolk,Norfolk,23517,"Schools (K-12, elementary, middle, and high)",6,1,5,100,45,55,NA,NA,100,NA,NA,NA,NA,100,0,0,NA,NA,NA,9,91,NA,NA,NA,NA,2,NA,58,5,NA,NA,26,5,NA,2,63,NA,31,14,NA,NA
491,Hillsville Elementary School,Hillsville,Carroll,24343,"Schools (K-12, elementary, middle, and high)",3,1,7,15,8,7,NA,NA,15,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1,14,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,14,NA,NA,NA,1,NA,14,NA,NA,NA
492,Carroll County Cooperative Extension,Hillsville,Carroll,24343,,1,0,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,2,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,0,NA,NA
493,Boys & Girls Club Manassas,Manassas,Manassas,20109-8202,Before and after-school programs,3,NA,NA,14,5,9,NA,NA,14,NA,NA,NA,14,NA,0,0,NA,NA,NA,3,11,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,8,NA,6,0,NA,NA
494,Six House Inc,Hampton,Hampton,23661,,1,NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,NA,3,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,1,0,NA,NA
495,Gloucester VCE Office,Gloucester,Gloucester,23061,Extension offices,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,NA,NA
496,Gloucester VCE Office,Gloucester,Gloucester,23061,Extension offices,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,NA,NA
497,Gloucester VCE Office,Gloucester,Gloucester,23061,Extension offices,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,NA,NA
498,Mountain view apartments,Hot Springs,Bath,24445,Public housing sites (includes public housing for seniors and disabled individuals),6,1,15,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,2,6,0,6,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,5,0,NA,NA
499,Maury High School,Norfolk,Norfolk,23517,"Schools (K-12, elementary, middle, and high)",1,1,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,Diamond Hill Head Start,Lynchburg,Lynchburg,24504,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",10,2,20,9,4,5,NA,NA,9,9,NA,NA,NA,NA,0,0,NA,NA,NA,NA,9,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,5,NA,4,0,NA,NA
501,W.W. Robinson,Woodstock,Shenandoah,22664,"Schools (K-12, elementary, middle, and high)",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,Henrico County Public Schools,Henrico,Henrico,23223,"Schools (K-12, elementary, middle, and high)",6,1,8.3,27,13,14,NA,NA,27,NA,NA,NA,NA,NA,0,0,NA,NA,NA,4,23,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,4
503,Henrico County Public Schools,Henrico,Henrico,23223,"Schools (K-12, elementary, middle, and high)",6,1,8.3,26,12,14,NA,NA,26,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1,25,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,1
504,Richmond City Public Schools,Richmond,Richmond,23219,"Schools (K-12, elementary, middle, and high)",6,1,11.75,10,8,2,NA,NA,10,NA,NA,NA,NA,NA,0,0,NA,NA,NA,3,7,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,6,NA,NA,NA,4,NA,6,NA,NA,NA
505,Stewartsville Elementary School,Vinton,Roanoke,24179,"Schools (K-12, elementary, middle, and high)",10,2,20,17,6,11,NA,NA,17,17,NA,NA,NA,NA,0,0,NA,NA,NA,2,15,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,2,3,NA,12,0,NA,NA
506,Saltville Seniors,Saltville,Smyth,24370,Congregate meal sites & other senior nutrition centers,1,0,0,7,1,6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,4,7,NA,7,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,7,0,NA,NA
507,Elk Garden School Community Ministries,Rosedale,Russell,24280,Faith-based centers/places of worship,1,0,0,17,3,14,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7,2,17,NA,17,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,17,0,NA,NA
508,Horizon Behavioral Health,Lynchburg,Lynchburg,24501,Family resource centers,1,NA,NA,10,NA,9,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,10,NA,10,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,1,5,NA,7,0,NA,NA
509,Langley Village Seniors,Hampton,Hampton,23669,Individual homes or public housing sites,1,NA,NA,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,3,7,NA,7,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,7,NA,NA,0,NA,NA
510,Clearview Early Learning Center,Martinsville,Martinsville,24112,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,Clearview Early Learning Center,Martinsville,Martinsville,24112,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,Clearview Early Learning Center,Martinsville,Martinsville,24112,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,Clearview Early Learning Center,Martinsville,Martinsville,24112,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,Clearview Early Learning Center,Martinsville,Martinsville,24112,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,Clearview Early Learning Center,Martinsville,Martinsville,24112,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,Clearview Early Learning Center,Martinsville,Martinsville,24112,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,Clearview Early Learning Center,Martinsville,Martinsville,24112,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
